DATE,CPALTT01CAM659N
2004-10-01,2.3346299999999998
2004-11-01,2.42483
2004-12-01,2.131783
2005-01-01,1.9361080000000002
2005-02-01,2.125604
2005-03-01,2.309913
2005-04-01,2.401537
2005-05-01,1.619048
2005-06-01,1.7126549999999998
2005-07-01,2
2005-08-01,2.576336
2005-09-01,3.238095
2005-10-01,2.5665400000000003
2005-11-01,1.988636
2005-12-01,2.087286
2006-01-01,2.754036
2006-02-01,2.17597
2006-03-01,2.163688
2006-04-01,2.4390240000000003
2006-05-01,2.8116209999999997
2006-06-01,2.43218
2006-07-01,2.3342669999999996
2006-08-01,2.139535
2006-09-01,0.7380074000000001
2006-10-01,1.019462
2006-11-01,1.392758
2006-12-01,1.6728619999999998
2007-01-01,1.109057
2007-02-01,2.0370369999999998
2007-03-01,2.3020259999999997
2007-04-01,2.1978020000000003
2007-05-01,2.187785
2007-06-01,2.191781
2007-07-01,2.189781
2007-08-01,1.730419
2007-09-01,2.472528
2007-10-01,2.385321
2007-11-01,2.472528
2007-12-01,2.3766
2008-01-01,2.193784
2008-02-01,1.8148819999999999
2008-03-01,1.350135
2008-04-01,1.702509
2008-05-01,2.230152
2008-06-01,3.127793
2008-07-01,3.392857
2008-08-01,3.4914949999999996
2008-09-01,3.395889
2008-10-01,2.598566
2008-11-01,1.966041
2008-12-01,1.160714
2009-01-01,1.073345
2009-02-01,1.426025
2009-03-01,1.243339
2009-04-01,0.35242290000000004
2009-05-01,0.08726004
2009-06-01,-0.25996529999999995
2009-07-01,-0.9499136
2009-08-01,-0.7785466999999999
2009-09-01,-0.8643042
2009-10-01,0.08733624
2009-11-01,0.9640665999999999
2009-12-01,1.323919
2010-01-01,1.858407
2010-02-01,1.5817219999999999
2010-03-01,1.4035090000000001
2010-04-01,1.843723
2010-05-01,1.394943
2010-06-01,0.9556906999999999
2010-07-01,1.8308630000000001
2010-08-01,1.743679
2010-09-01,1.918047
2010-10-01,2.4432810000000003
2010-11-01,1.9965279999999999
2010-12-01,2.351916
2011-01-01,2.345786
2011-02-01,2.16263
2011-03-01,3.287197
2011-04-01,3.275862
2011-05-01,3.697335
2011-06-01,3.098107
2011-07-01,2.7397259999999997
2011-08-01,3.084833
2011-09-01,3.165098
2011-10-01,2.896082
2011-11-01,2.893617
2011-12-01,2.297872
2012-01-01,2.4618
2012-02-01,2.624894
2012-03-01,1.926298
2012-04-01,2.003339
2012-05-01,1.243781
2012-06-01,1.502504
2012-07-01,1.25
2012-08-01,1.246883
2012-09-01,1.160862
2012-10-01,1.1589399999999999
2012-11-01,0.8271298
2012-12-01,0.8319466999999999
2013-01-01,0.49710020000000005
2013-02-01,1.237624
2013-03-01,0.9860312
2013-04-01,0.40916529999999995
2013-05-01,0.7371006999999999
2013-06-01,1.151316
2013-07-01,1.316872
2013-08-01,1.067323
2013-09-01,1.065574
2013-10-01,0.6546645000000001
2013-11-01,0.902379
2013-12-01,1.237624
2014-01-01,1.483924
2014-02-01,1.140994
2014-03-01,1.545972
2014-04-01,2.03749
2014-05-01,2.276423
2014-06-01,2.357723
2014-07-01,2.112104
2014-08-01,2.112104
2014-09-01,2.027575
2014-10-01,2.357723
2014-11-01,1.9512200000000002
2014-12-01,1.466993
2015-01-01,0.9748171999999998
2015-02-01,1.047542
2015-03-01,1.2019229999999999
2015-04-01,0.798722
2015-05-01,0.8744038000000001
2015-06-01,1.032565
2015-07-01,1.272872
2015-08-01,1.272872
2015-09-01,1.0333860000000001
2015-10-01,1.032565
2015-11-01,1.3556620000000001
2015-12-01,1.6064260000000001
2016-01-01,2.011263
2016-02-01,1.3556620000000001
2016-03-01,1.266825
2016-04-01,1.664025
2016-05-01,1.497242
2016-06-01,1.493711
2016-07-01,1.256873
2016-08-01,1.099764
2016-09-01,1.3375299999999999
2016-10-01,1.493711
2016-11-01,1.180173
2016-12-01,1.501976
2017-01-01,2.129338
2017-02-01,2.045633
2017-03-01,1.5637219999999998
2017-04-01,1.636789
2017-05-01,1.319876
2017-06-01,1.0069709999999998
2017-07-01,1.163693
2017-08-01,1.398601
2017-09-01,1.5527950000000001
2017-10-01,1.394268
2017-11-01,2.099533
2017-12-01,1.869159
2018-01-01,1.6988419999999997
2018-02-01,2.1588279999999997
2018-03-01,2.309469
2018-04-01,2.2239259999999996
2018-05-01,2.222222
2018-06-01,2.4539880000000003
2018-07-01,2.990798
2018-08-01,2.835249
2018-09-01,2.217125
2018-10-01,2.444614
2018-11-01,1.6755520000000002
2018-12-01,1.987768
2019-01-01,1.4426729999999999
2019-02-01,1.509434
2019-03-01,1.881114
2019-04-01,2.025506
2019-05-01,2.3988009999999997
2019-06-01,2.0209580000000003
2019-07-01,2.010424
2019-08-01,1.9374069999999999
2019-09-01,1.8698580000000002
2019-10-01,1.86428
2019-11-01,2.172285
2019-12-01,2.2488759999999997
2020-01-01,2.39521
2020-02-01,2.156134
2020-03-01,0.8862629999999999
2020-04-01,-0.2205882
2020-05-01,-0.36603220000000003
2020-06-01,0.6603081000000001
2020-07-01,0.14598540000000002
2020-08-01,0.1461988
2020-09-01,0.51395
2020-10-01,0.6588579999999999
2020-11-01,0.9530791999999999
2020-12-01,0.7331378000000001
2021-01-01,1.023392
2021-02-01,1.091703
2021-03-01,2.196193
2021-04-01,3.3898309999999996
2021-05-01,3.6002940000000003
2021-06-01,3.061224
2021-07-01,3.717201
2021-08-01,4.087591000000001
2021-09-01,4.382761
2021-10-01,4.654545
2021-11-01,4.720407
2021-12-01,4.8034930000000005
2022-01-01,5.137482
2022-02-01,5.687545
2022-03-01,6.661891000000001
2022-04-01,6.771203999999999
2022-05-01,7.7304960000000005
2022-06-01,8.132957000000001
2022-07-01,7.5896
2022-08-01,7.012623
2022-09-01,6.857943
2022-10-01,6.879777000000001
2022-11-01,6.7961160000000005
2022-12-01,6.319445
2023-01-01,5.918789
2023-02-01,5.245232
2023-03-01,4.298187
2023-04-01,4.405875
2023-05-01,3.357472
2023-06-01,2.812296
2023-07-01,3.265839
2023-08-01,3.997379
2023-09-01,3.7982970000000003
2023-10-01,3.120936
2023-11-01,3.116883
2023-12-01,3.3964730000000003
2024-01-01,2.8589990000000003
2024-02-01,2.783171
2024-03-01,2.897618
2024-04-01,2.685422
2024-05-01,2.8662419999999997
